"Keyword Stats 2026-01-19 at 11_24_39.csv","介護 特定 技能 要件	JPY		20.0	0%	-67%	低	11							40	30	30	20	20	20	20	10	20	10	20	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","企業 外国 人 教育	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","企業 日本 語 教育 費用	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","企業 日本 語 研修	JPY		10.0	∞	200%	高	91	616	1657					10	10	10	10	0	10	10	10	10	0	10	30"
"Keyword Stats 2026-01-19 at 11_24_39.csv","在留 資格 確認 方法	JPY		70.0	40%	0%	低	1							70	70	70	70	70	90	90	70	70	50	70	70"
"Keyword Stats 2026-01-19 at 11_24_39.csv","地方 自治体 外国 人 補助 金	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 エンジニア リモート ワーク	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 エンジニア 採用 メリット	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 エンジニア 日本 語	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 エンジニア 給料 相場	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 エンジニア 転職	JPY		40.0	-67%	-50%	低	17							20	20	20	50	50	90	40	30	40	30	10	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 エンジニア 雇用	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 コンプライアンス	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 プログラマー 採用	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 プログラマー 給料	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 不法 就労 事例	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 人権 問題	JPY		1300.0	49%	22%	低	1	784	1486					590	260	210	110	880	1000	2900	4400	3600	590	720	880"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 労働 法	JPY		10.0	100%	0%	低	4							20	20	20	10	10	10	10	20	10	10	10	20"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 労働 環境	JPY		20.0	-50%	0%	低	2							10	40	10	10	10	20	20	20	20	40	50	20"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 在留 資格 更新	JPY		40.0	367%	600%	低	4	26	165					20	20	30	40	30	40	30	30	50	30	30	140"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 在留 資格 種類	JPY		50.0	0%	75%	低	18	3	58					50	40	70	40	40	70	50	70	40	70	90	70"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 地域 共生	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 定着 率 向上	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 工場 勤務	JPY		10.0	-50%	∞	中	49	74	672					0	0	0	0	30	20	10	20	10	20	10	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 建設 現場	JPY		10.0	0%	0%	低	12							10	10	10	10	10	10	10	10	10	10	10	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 採用 ビザ	JPY		40.0	33%	-20%	中	53	87	413					30	40	40	40	40	40	40	30	40	30	70	40"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 採用 メリット デメリット	JPY		10.0	0%	0%	低	31							10	10	10	20	10	10	10	10	10	10	10	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 採用 助成 金	JPY		170.0	0%	91%	低	13	155	926					110	140	110	170	140	140	170	210	210	210	170	210"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 採用 失敗	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 採用 成功 事例	JPY		10.0	-100%	-100%									10	10	10	10	10	10	10	10	10	90	10	0"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 採用 手続き	JPY		50.0	-64%	25%	中	54	61	306					50	40	40	70	40	40	70	40	50	140	40	50"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 採用 注意 点	JPY		320.0	-34%	-34%	中	56	30	461					320	320	320	320	320	320	320	320	210	320	260	210"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 採用 流れ	JPY		10.0	0%	0%	中	35	128	299					10	10	10	10	10	10	10	20	10	10	10	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 採用 費用	JPY		20.0	-33%	0%	高	71	308	1044					20	20	20	20	30	30	20	20	30	30	10	20"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 日本 語 オンライン	JPY		10.0	0%	∞	低	0							10	0	10	0	10	0	10	10	10	10	10	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 日本 語 学校	JPY		110.0	-18%	0%	低	8							90	210	90	140	110	140	90	90	70	110	110	90"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 日本 語 教育	JPY		70.0	29%	0%	低	8	148	438					110	90	70	50	70	70	90	70	70	70	50	90"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 法 改正	JPY		10.0	50%	200%	低	3							10	10	10	10	10	10	20	20	10	20	20	30"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 生活 支援	JPY		50.0	25%	-29%	低	4							40	90	40	40	40	50	90	70	40	40	50	50"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 相談 窓口 一覧	JPY		90.0	-36%	-22%	低	3							90	110	70	90	110	110	110	90	90	110	90	70"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 社会 保険	JPY		480.0	0%	23%	低	2	2	138					390	480	480	480	480	480	590	880	390	590	480	590"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人 雇用 保険	JPY		320.0	-33%	-19%	低	1	2	189					260	320	320	390	390	320	320	390	320	390	320	260"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人材 国際 競争	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人材 将来	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人材 建設	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外国 人材 日本 語 教育 選び方	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外食 外国 人材	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外食 業 外国 人 メリット	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","外食 産業 外国 人 シフト 管理	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","多 文化 共生 取り組み	JPY		720.0	-55%	-18%	低	0							480	720	480	320	390	480	880	1300	480	1300	720	590"
"Keyword Stats 2026-01-19 at 11_24_39.csv","多 文化 共生 自治体	JPY		30.0	50%	-25%	低	0							20	30	20	30	30	20	40	40	30	20	30	30"
"Keyword Stats 2026-01-19 at 11_24_39.csv","大学 外国 人材 連携	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","宿泊 業 外国 人 受入れ	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","宿泊 業 特定 技能	JPY		70.0	80%	80%	低	9	38	295					40	70	50	50	70	50	50	50	50	50	90	90"
"Keyword Stats 2026-01-19 at 11_24_39.csv","専門 学校 外国 人材 連携	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","工場 外国 人 コミュニケーション	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","工場 外国 人 受入れ	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","工場 外国 人 多 言語 マニュアル	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","工場 外国 人 雇用	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","工場 技能 実習	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 外国 人 ビザ	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 外国 人 人数 制限	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 技能 実習	JPY		30.0	-50%	-67%	低	3							30	30	30	20	30	30	20	40	30	20	20	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 業 外国 人 デメリット	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 業 外国 人 労働 者 メリット	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 業 外国 人 受入れ 手続き	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 業 外国 人 安全 教育	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 業 外国 人 資格	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 業 外国 人 雇用	JPY		50.0	-20%	-20%	高	71	95	899					50	50	70	70	50	50	50	70	30	50	40	40"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 業 技能 実習 特定 技能 違い	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","建設 特定 技能 費用	JPY		10.0	0%	0%	高	71							10	10	10	10	10	0	10	10	10	10	0	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","技能 実習 問題 点	JPY		10.0	0%	-50%	低	26							10	20	10	10	10	10	10	10	10	10	10	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","技能 実習 廃止	JPY		140.0	-19%	21%	低	3	9	316					140	140	110	110	110	110	170	210	170	210	170	170"
"Keyword Stats 2026-01-19 at 11_24_39.csv","技能 実習 特定 技能 移行 製造	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","技能 実習 育成 就労 移行	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","技能 実習 見直し	JPY		10.0	0%	0%	低	2							10	10	10	10	10	10	10	10	10	10	10	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","技術 人文 知識 国際 業務 it	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","特定 技能 外食 宿泊 違い	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","特定 技能 建設	JPY		590.0	-18%	0%	低	17	65	375					590	590	720	720	720	590	720	590	590	720	720	590"
"Keyword Stats 2026-01-19 at 11_24_39.csv","特定 技能 建設 12 分野	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","特定 技能 農業	JPY		480.0	0%	0%	低	12	64	310					390	480	480	480	480	480	480	480	390	480	590	480"
"Keyword Stats 2026-01-19 at 11_24_39.csv","留学 生 就職 支援	JPY		90.0	-29%	-55%	中	41	232	1112					90	110	90	110	90	110	110	140	50	70	70	50"
"Keyword Stats 2026-01-19 at 11_24_39.csv","留学 生 採用	JPY		110.0	0%	0%	中	58	229	1288					110	170	110	140	90	110	110	110	110	90	90	90"
"Keyword Stats 2026-01-19 at 11_24_39.csv","育成 就労 制度	JPY		8100.0	-45%	50%	低	10	4	274					6600	8100	5400	5400	5400	9900	6600	8100	6600	14800	9900	8100"
"Keyword Stats 2026-01-19 at 11_24_39.csv","育成 就労 制度 2027	JPY		10.0	-75%	∞	低	3							0	0	0	0	0	0	0	0	0	40	20	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","育成 就労 制度 いつから	JPY		1000.0	-23%	0%	低	10	5	293					1000	1300	1000	1000	880	1300	1000	1300	1000	1300	1300	1000"
"Keyword Stats 2026-01-19 at 11_24_39.csv","育成 就労 制度 技能 実習 違い	JPY		40.0	-64%	400%	低	8	4	316					20	20	10	30	10	20	10	20	40	140	40	50"
"Keyword Stats 2026-01-19 at 11_24_39.csv","育成 就労 特定 技能 違い	JPY		30.0	25%	67%	低	15	4	289					20	30	20	30	20	40	30	40	30	40	70	50"
"Keyword Stats 2026-01-19 at 11_24_39.csv","自治体 外国 人 取り組み	JPY		30.0	-40%	0%	低	0							40	20	20	20	30	30	50	30	40	50	40	30"
"Keyword Stats 2026-01-19 at 11_24_39.csv","自治体 外国 人 支援	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","製造 外国 人 ビザ	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","製造 業 外国 人 メリット	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","製造 業 外国 人 安全 教育	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","製造 業 外国 人 定着 率	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","製造 業 外国 人 費用	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","製造 業 外国 人材	JPY		10.0	0%	0%	中	43							10	10	10	10	10	10	0	10	0	10	10	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","製造 業 技能 実習	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","製造 特定 技能	JPY		30.0	0%	-33%	低	12	61	156					30	30	40	50	40	30	30	30	20	20	20	20"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農家 外国 人	JPY		30.0	-33%	100%	低	3							10	30	20	30	20	20	40	40	20	30	20	20"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 外国 人 トラブル	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 外国 人 ビザ	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 外国 人 メリット	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 外国 人 住居	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 外国 人 地域 共生	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 外国 人 季節 労働	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 外国 人 費用	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 外国 人 雇用	JPY		30.0	-67%	-50%	中	56	83	264					20	40	30	20	20	30	50	40	20	30	30	10"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 外国 人材	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 技能 実習	JPY		20.0	-33%	0%	低	4							20	20	20	20	10	20	20	20	10	30	20	20"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 技能 実習 受入れ	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 特定 技能 手続き	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","農業 特定 技能 要件	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","飲食 店 外国 人 トラブル	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","飲食 店 外国 人 接客 日本 語	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","飲食 店 外国 人 雇用	JPY		50.0	40%	75%	高	67	128	1083					30	50	70	70	50	50	40	40	70	50	50	70"
"Keyword Stats 2026-01-19 at 11_24_39.csv","飲食 店 特定 技能 費用	JPY																								"
"Keyword Stats 2026-01-19 at 11_24_39.csv","高度 人材 it	JPY		10.0	0%	0%	低	29							10	10	10	10	10	10	10	10	10	10	10	10"
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
"Keyword Stats 2026-02-18 at 11_17_03.csv",
